acc,chain,code_string,condition,director,ent_type,generation,guess_time,markerPres,model,participant,phase,selected,target,terminator,trial,verb,vid_len,code_len
0.0,chain1,"2hPointSelf<self>,2hpoint<away>,2hScissors-HoldHair<left>,2hScissors-HoldHair<left>",Transmission + Interaction,A,act,1,0.279278,y,s20,full1,testing,hair salon,to give a haircut,matcher,24.0,Y,5.818096,4.0
0.0,chain1,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>),1hHoldPan<shake>",Transmission + Interaction,A,obj,1,0.78651,y,s3,full1,testing,to cook,frying pan,matcher,26.0,N,3.323851,4.0
1.0,chain1,"2hPointSelf<self>,2hSing<left>,2hSing<left>,(1hPointSelf<self>,1hSing<left-hold>),2hSing<left>",Transmission + Interaction,A,person,1,0.276504,y,s13,full1,testing,singer,singer,matcher,28.0,N,4.51636,6.0
1.0,chain1,"2hBuilding.Outline,1hCross,2hPray,2hBuilding.Outline",Transmission + Interaction,A,loc,1,0.904401,y,s6,full1,testing,church,church,matcher,30.0,N,5.463436,4.0
1.0,chain1,"2hFingerWag<right-repeated>,2hFingerWag<rightcentre-repeated>",Transmission + Interaction,A,act,1,0.347145,n,s8,full1,testing,to preach,to preach,matcher,32.0,Y,2.043446,2.0
0.0,chain1,2hCamera,Transmission + Interaction,A,obj,1,10.674573,,s35,full1,testing,photographer,camera,matcher,34.0,N,0.295363,1.0
1.0,chain1,1hScissors<rightleft>,Transmission + Interaction,A,obj,1,1.640434,n,s43,full1,testing,scissors,scissors,matcher,36.0,N,1.666837,1.0
1.0,chain1,"2hOpenBook,2hOpenBook,look<right>,2hOpenBook,2hDine",Transmission + Interaction,A,loc,1,4.944708,n,s26,full1,testing,restaurant,restaurant,matcher,38.0,N,3.949286,5.0
1.0,chain1,"2hOpenBook,read<left-right>,2hPray,2hOpenBook,2hRead<left>",Transmission + Interaction,A,obj,1,5.776979,n,s31,full1,testing,bible,bible,matcher,40.0,N,3.166112,5.0
1.0,chain1,"2hSing<left>,2hSing",Transmission + Interaction,A,act,1,6.115944,n,s16,full1,testing,to sing,to sing,matcher,42.0,Y,2.326006,2.0
1.0,chain1,1hPalm<rightleft>,Transmission + Interaction,A,loc,1,1.072125,n,s22,full1,testing,prison,prison,matcher,44.0,N,1.793096,1.0
1.0,chain1,"Sing+1hMicrophone<hold>,1hPointatObj<atObj>",Transmission + Interaction,A,obj,1,0.865063,y,s15,full1,testing,microphone,microphone,matcher,46.0,N,1.772033,2.0
1.0,chain1,"2hBox<full>,1hSpace<rightleft>,2hSing<left>",Transmission + Interaction,B,loc,1,1.08256,y,s38,full2,testing,concert hall,concert hall,matcher,1.0,N,4.230252,3.0
0.0,chain1,"Look,1hBox,1hCollar<rightleft>",Transmission + Interaction,B,loc,1,1.803293,y,s6,full2,testing,vicar,church,matcher,3.0,N,4.666544,3.0
1.0,chain1,"1hKnock<left>,1hBadge<right>,1hKnock<left>",Transmission + Interaction,B,person,1,0.835723,n,s21,full2,testing,police officer,police officer,matcher,5.0,N,3.587625,3.0
1.0,chain1,1hFingerWag<left-repeated>,Transmission + Interaction,B,act,1,0.338676,n,s8,full2,testing,to preach,to preach,matcher,7.0,Y,2.894618,1.0
1.0,chain1,Wink+2hCamera<asymm-1Press>,Transmission + Interaction,B,act,1,1.882736,n,s12,full2,testing,to take a photo,to take a photo,matcher,9.0,Y,3.427156,1.0
1.0,chain1,1hPalm<leftright>,Transmission + Interaction,B,loc,1,1.123016,n,s22,full2,testing,prison,prison,matcher,11.0,N,1.67799,1.0
1.0,chain1,"Squint+1hPalm<right>,1hPalm<rightleft>",Transmission + Interaction,B,loc,1,7.68062,n,s34,full2,testing,darkroom,darkroom,director,13.0,N,6.39331,2.0
1.0,chain1,"1hThumbSelf<self-repeated>,2hScissors-HoldHair<right>",Transmission + Interaction,B,person,1,2.068171,y,s17,full2,testing,hairdresser,hairdresser,matcher,15.0,N,3.3686,2.0
1.0,chain1,2hFists.wristsX,Transmission + Interaction,B,obj,1,3.338893,n,s23,full2,testing,handcuffs,handcuffs,matcher,17.0,N,1.167786,1.0
1.0,chain1,2hMustache,Transmission + Interaction,B,person,1,1.435097,n,s25,full2,testing,chef,chef,matcher,19.0,N,1.423551,1.0
1.0,chain1,"2hScissors-HoldHair<left>,2hScissors-HoldHair<right>",Transmission + Interaction,B,act,1,1.370926,n,s20,full2,testing,to give a haircut,to give a haircut,matcher,21.0,Y,5.487053,2.0
1.0,chain1,"1hThumbSelf<self-repeated>,Wink+2hCamera<asymm-1Press>",Transmission + Interaction,B,person,1,4.467137,y,s9,full2,testing,photographer,photographer,matcher,23.0,N,2.642937,2.0
1.0,chain1,"Look+2hCamera<asymm-1hPress>,2hLens",Transmission + Interaction,B,obj,1,1.546965,n,s35,full2,testing,camera,camera,matcher,25.0,N,2.2828,2.0
1.0,chain1,"1hKnock<left>,1hBadge<right>,2hFists.wristsX",Transmission + Interaction,B,act,1,1.042696,n,s48,full2,testing,to make an arrest,to make an arrest,matcher,27.0,Y,4.384479,3.0
0.0,chain1,1hSing<left>,Transmission + Interaction,B,act,1,0.922807,n,s16,full2,testing,singer,to sing,matcher,29.0,Y,3.182319,1.0
1.0,chain1,"1hPoint.Box<full>,2hScissors-HoldHair<right>",Transmission + Interaction,B,loc,1,1.778868,y,s42,full2,testing,hair salon,hair salon,matcher,31.0,N,3.637929,2.0
1.0,chain1,1hScissors<rightleft>,Transmission + Interaction,B,obj,1,1.291042,n,s43,full2,testing,scissors,scissors,matcher,33.0,N,1.886078,1.0
1.0,chain1,"1hMicrophone<hold>,1hPointatObj<atObj>",Transmission + Interaction,B,obj,1,1.523977,y,s15,full2,testing,microphone,microphone,matcher,35.0,N,2.385599,2.0
1.0,chain1,"2hPray,1hCollar<rightleft>",Transmission + Interaction,B,person,1,1.506882,n,s5,full2,testing,vicar,vicar,matcher,37.0,N,2.437749,2.0
1.0,chain1,"1hThumbSelf<self-repeated>,1hSing",Transmission + Interaction,B,person,1,1.221528,y,s13,full2,testing,singer,singer,matcher,39.0,N,2.925022,2.0
1.0,chain1,"2hOpenBook,(look,nod<right>,1hPalm,1hPointatObj<atObj>)",Transmission + Interaction,B,loc,1,1.242461,n,s26,full2,testing,restaurant,restaurant,matcher,41.0,N,2.759636,5.0
1.0,chain1,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>),1hHoldPan<shake>",Transmission + Interaction,B,obj,1,1.323304,y,s3,full2,testing,frying pan,frying pan,matcher,43.0,N,2.864475,4.0
1.0,chain1,"2hOpenBook,2hTurnPage<repeated>,2hOpenBook,(1hPalm,1hPointatObj<atObj>),2hPray",Transmission + Interaction,B,obj,1,1.658756,n,s31,full2,testing,bible,bible,matcher,45.0,N,5.597189,6.0
1.0,chain1,"2hBowl-Mix,(1hBowl,1hPour<left>),1hPour<right>,2hBowl-Mix,2hTray<forward>,2hTray<backward>",Transmission + Interaction,B,act,1,1.187782,n,s4,full2,testing,to cook,to cook,director,47.0,Y,5.901776,7.0
1.0,chain1,"1hKnock<right>,1hGrab<right-hold>",Transmission + Interaction,A,person,2,2.656717,n,full2,full3,testing,police officer,police officer,matcher,0.0,N,4.721254,2.0
1.0,chain1,"1hKnock<right>,1hGrab<right>,2hHoldWristsTogether<hold>",Transmission + Interaction,A,act,2,0.568216,n,full2,full3,testing,to make an arrest,to make an arrest,matcher,2.0,Y,3.07117,3.0
1.0,chain1,"1hPointSelf<self-repeated>,1hHoldPan<shake>,(1hHoldPan<hold>,1hPour),1hHoldPan<shake>",Transmission + Interaction,A,person,2,0.330064,y,full2,full3,testing,chef,chef,matcher,4.0,N,5.272351,5.0
1.0,chain1,2hCamera<symm-1Press>,Transmission + Interaction,A,act,2,0.632355,n,full2,full3,testing,to take a photo,to take a photo,matcher,6.0,Y,3.544886,1.0
1.0,chain1,"2hCamera<symm-1Press>,2hLens",Transmission + Interaction,A,obj,2,0.841094,n,full2,full3,testing,camera,camera,matcher,8.0,N,2.079372,2.0
1.0,chain1,Squint+2hPalm.Feel<right-repeated>,Transmission + Interaction,A,loc,2,0.54466,n,full2,full3,testing,darkroom,darkroom,matcher,10.0,N,2.546796,1.0
1.0,chain1,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>),(1hHoldPan<shake>,1hPointatObj<atObj>)",Transmission + Interaction,A,obj,2,0.433592,y,full2,full3,testing,frying pan,frying pan,matcher,12.0,N,2.64383,5.0
1.0,chain1,"2hSpace<full>,1hCollar<leftright>",Transmission + Interaction,A,loc,2,0.848792,y,full2,full3,testing,church,church,matcher,14.0,N,3.84075,2.0
1.0,chain1,"1hPointSelf<self-repeated>,2hScissors-HoldHair<right>",Transmission + Interaction,A,person,2,1.436111,y,full2,full3,testing,hairdresser,hairdresser,matcher,16.0,N,2.324423,2.0
1.0,chain1,"2hBowl-Mix,(1hBowl,1hPour<right>),2hBowl-Mix",Transmission + Interaction,A,act,2,0.48057,n,full2,full3,testing,to cook,to cook,matcher,18.0,Y,2.335622,4.0
1.0,chain1,"2hBox<full>,2hScissors-HoldHair<right>,2hScissors-HoldHair<left>",Transmission + Interaction,A,loc,2,0.466504,y,full2,full3,testing,hair salon,hair salon,matcher,20.0,N,3.447041,3.0
1.0,chain1,1hScissors<rightleft>,Transmission + Interaction,A,obj,2,0.563469,n,full2,full3,testing,scissors,scissors,matcher,22.0,N,2.622297,1.0
1.0,chain1,1hPalm<leftright>,Transmission + Interaction,A,loc,2,0.384741,n,full2,full3,testing,prison,prison,matcher,24.0,N,2.284464,1.0
1.0,chain1,"1hPointSelf<self-repeated>,2hCamera<symm-pressRepeated*2>",Transmission + Interaction,A,person,2,0.641982,y,full2,full3,testing,photographer,photographer,matcher,26.0,N,2.380991,2.0
1.0,chain1,"2hHoldWrist<right>,2hHoldWrist<left>",Transmission + Interaction,A,obj,2,0.455168,n,full2,full3,testing,handcuffs,handcuffs,matcher,28.0,N,3.423614,2.0
1.0,chain1,1hSing<right>,Transmission + Interaction,A,act,2,2.18138,n,full2,full3,testing,to sing,to sing,matcher,30.0,Y,2.31448,1.0
1.0,chain1,"Sing+1hMicrophone<hold>,1hPointatObj<atObj>",Transmission + Interaction,A,obj,2,0.273123,y,full2,full3,testing,microphone,microphone,matcher,32.0,N,2.156802,2.0
1.0,chain1,"2hBox<full>,2hSpace<small>,1hSing<right>",Transmission + Interaction,A,loc,2,0.897314,y,full2,full3,testing,concert hall,concert hall,matcher,34.0,N,2.724124,3.0
1.0,chain1,"1hPointSelf<self-repeated>,1hSing<right>",Transmission + Interaction,A,person,2,0.360669,y,full2,full3,testing,singer,singer,matcher,36.0,N,2.393614,2.0
1.0,chain1,"read+2hOpenBook,2hOpenBook,2hOpenBook",Transmission + Interaction,A,obj,2,0.333426,n,full2,full3,testing,bible,bible,matcher,38.0,N,2.791789,3.0
1.0,chain1,1hFingerWag<right-repeated>,Transmission + Interaction,A,act,2,0.824909,n,full2,full3,testing,to preach,to preach,matcher,40.0,Y,1.734727,1.0
1.0,chain1,"1hPointSelf<self-repeated>,1hCollar<leftright>",Transmission + Interaction,A,person,2,0.555807,y,full2,full3,testing,vicar,vicar,matcher,42.0,N,3.118514,2.0
1.0,chain1,"2hScissor-HoldHair<right>,2hScissors-HoldHair<left>",Transmission + Interaction,A,act,2,0.456875,n,full2,full3,testing,to give a haircut,to give a haircut,matcher,44.0,Y,2.86029,2.0
1.0,chain1,"2hOpenBook,(look<right>,1hPalm,1hPointatObj<atObj-repeated>)",Transmission + Interaction,A,loc,2,0.607126,n,full2,full3,testing,restaurant,restaurant,matcher,46.0,N,2.320112,4.0
1.0,chain1,"2hBox<full>,1hCollar<leftright>",Transmission + Interaction,B,loc,2,2.082558,y,full2,full4,testing,church,church,matcher,1.0,N,3.6931,2.0
1.0,chain1,"2hCamera<asymm-1Press>,2hLens",Transmission + Interaction,B,obj,2,4.090404,n,full2,full4,testing,camera,camera,matcher,3.0,N,2.225548,2.0
1.0,chain1,"2hScissors-HoldHair<left>,2hScissors-HoldHair<right>",Transmission + Interaction,B,act,2,2.47451,n,full2,full4,testing,to give a haircut,to give a haircut,matcher,5.0,Y,3.118401,2.0
1.0,chain1,"1hPointSelf<self-repeated>,2hScissors-HoldHair<left>,2hScissors-HoldHair<right>",Transmission + Interaction,B,person,2,1.682608,y,full2,full4,testing,hairdresser,hairdresser,matcher,7.0,N,3.254215,3.0
1.0,chain1,"1hKnock<right>,1hBadge<right>,2hFists.wristsX<left>",Transmission + Interaction,B,act,2,1.337136,n,full2,full4,testing,to make an arrest,to make an arrest,matcher,2.0,Y,3.560967,3.0
1.0,chain1,2hCamera<asymm-1Press>,Transmission + Interaction,B,act,2,1.74628,n,full2,full4,testing,to take a photo,to take a photo,matcher,6.0,Y,2.676037,1.0
1.0,chain1,1hScissors<rightleft>,Transmission + Interaction,B,obj,2,3.187563,n,full2,full4,testing,scissors,scissors,matcher,13.0,N,1.829162,1.0
1.0,chain1,"1hPointSelf<self-repeated>,2hCamera<asymm-pressRepeated*2>",Transmission + Interaction,B,person,2,1.2033,y,full2,full4,testing,photographer,photographer,matcher,15.0,N,2.524554,2.0
1.0,chain1,1hPalm<rightleft>,Transmission + Interaction,B,loc,2,5.459697,n,full2,full4,testing,prison,prison,matcher,17.0,N,2.774717,1.0
1.0,chain1,"2hBowl-Mix,(1hBowl,1hPour<left>),1hPour<right>",Transmission + Interaction,B,act,2,1.752928,n,full2,full4,testing,to cook,to cook,matcher,18.0,Y,2.616329,4.0
1.0,chain1,"2hBox<full>,1hSweep,1hSing<right>",Transmission + Interaction,B,loc,2,1.9391,y,full2,full4,testing,concert hall,concert hall,matcher,21.0,N,3.353911,3.0
1.0,chain1,1hSing<right>,Transmission + Interaction,B,act,2,2.187054,n,full2,full4,testing,to sing,to sing,matcher,23.0,Y,2.067235,1.0
1.0,chain1,"2hOpenBook,(look+nod<right>,1hPalm,1hPointatObj<atObj>)",Transmission + Interaction,B,loc,2,1.955003,n,full2,full4,testing,restaurant,restaurant,matcher,25.0,N,2.371812,4.0
1.0,chain1,"1hPointSelf<self-repeated>,1hSing<right>",Transmission + Interaction,B,person,2,1.441247,y,full2,full4,testing,singer,singer,matcher,27.0,N,2.355838,2.0
1.0,chain1,"2hHoldWrist<left>,2hHoldWrist<right>",Transmission + Interaction,B,obj,2,1.705719,n,full2,full4,testing,handcuffs,handcuffs,matcher,28.0,N,2.141587,2.0
1.0,chain1,"1hKnock<right>,1hBadge<left>,1hKnock<right>",Transmission + Interaction,B,person,2,2.108387,n,full2,full4,testing,police officer,police officer,matcher,0.0,N,3.616423,3.0
1.0,chain1,"2hBox<full>,1hScissors-HoldHair<left>,1hHoldHair<right>",Transmission + Interaction,B,loc,2,0.899422,y,full2,full4,testing,hair salon,hair salon,matcher,20.0,N,2.838809,3.0
1.0,chain1,"2hOpenBook<hold>,(1hPalm,1hPointatObj<atObj>),2hOpenBook<hold>",Transmission + Interaction,B,obj,2,5.164193,n,full2,full4,testing,bible,bible,matcher,35.0,N,4.486407,4.0
1.0,chain1,"Squint<rightleft>,Squint<leftright>",Transmission + Interaction,B,loc,2,0.896528,n,full2,full4,testing,darkroom,darkroom,matcher,10.0,N,2.226408,2.0
1.0,chain1,"Sing+1hMicrophone<hold>,1hPointatObj<atObj>",Transmission + Interaction,B,obj,2,1.06806,y,full2,full4,testing,microphone,microphone,matcher,32.0,N,2.164964,2.0
1.0,chain1,HeadShake+1hFingerwag<right>,Transmission + Interaction,B,act,2,2.168441,n,full2,full4,testing,to preach,to preach,matcher,40.0,Y,2.241061,1.0
1.0,chain1,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>),1hHoldPan<shake>",Transmission + Interaction,B,obj,2,1.298878,y,full2,full4,testing,frying pan,frying pan,matcher,12.0,N,2.432942,4.0
1.0,chain1,"1hPointSelf<self-repeated>,2hBowl-Mix,(1hBowl,1hPour<right>)",Transmission + Interaction,B,person,2,1.757722,y,full2,full4,testing,chef,chef,matcher,4.0,N,3.232805,4.0
1.0,chain1,"1hPointSelf<self-repeated>,1hCollar<leftright>",Transmission + Interaction,B,person,2,0.95502,y,full2,full4,testing,vicar,vicar,matcher,42.0,N,2.860392,2.0
1.0,chain1,"2hBox<small>,1hSpace,1hSing<right>",Transmission + Interaction,A,loc,3,1.441721,y,full4,full5,testing,concert hall,concert hall,director,0.0,N,4.867319,3.0
1.0,chain1,1hSing<right>,Transmission + Interaction,A,act,3,4.576138,n,full4,full5,testing,to sing,to sing,director,2.0,Y,1.853573,1.0
1.0,chain1,Squint<rightleft>,Transmission + Interaction,A,loc,3,1.718383,n,full4,full5,testing,darkroom,darkroom,director,4.0,N,1.935367,1.0
1.0,chain1,2hCamera<asymm-1Press>,Transmission + Interaction,A,act,3,2.257744,n,full4,full5,testing,to take a photo,to take a photo,matcher,1.0,Y,1.788905,1.0
1.0,chain1,"1hPointSelf<self-repeated>,2hCamera<asymm-pressRepeated*2>",Transmission + Interaction,A,person,3,2.205446,y,full4,full5,testing,photographer,photographer,matcher,8.0,N,2.823594,2.0
1.0,chain1,"2hPoint.Box<small>,2hScissors-HoldHair<left>",Transmission + Interaction,A,loc,3,1.976541,y,full4,full5,testing,hair salon,hair salon,matcher,10.0,N,2.072013,2.0
1.0,chain1,"1hPointSelf<self>,1hCollar<leftright>",Transmission + Interaction,A,person,3,1.402148,y,full4,full5,testing,vicar,vicar,matcher,12.0,N,2.067689,2.0
1.0,chain1,"2hPoint.Box<full>,1hCollar<leftright>",Transmission + Interaction,A,loc,3,2.904725,y,full4,full5,testing,church,church,matcher,14.0,N,2.638152,2.0
1.0,chain1,"1hKnock<right>,1hPull<leftright>,2hFists.wristsX<left>",Transmission + Interaction,A,act,3,1.535287,n,full4,full5,testing,to make an arrest,to make an arrest,matcher,16.0,Y,3.675502,3.0
1.0,chain1,"1hPointSelf<self-repeated>,1hSing<right>",Transmission + Interaction,A,person,3,1.664986,y,full4,full5,testing,singer,singer,matcher,18.0,N,2.421252,2.0
0.0,chain1,Nod+1hScissors<rightleft>,Transmission + Interaction,A,obj,3,8.678915,n,full4,full5,testing,to give a haircut,scissors,matcher,5.0,N,2.444655,1.0
1.0,chain1,"Sing+1hMicrophone<hold>,1hPointatObj<atObj>",Transmission + Interaction,A,obj,3,1.388202,y,full4,full5,testing,microphone,microphone,director,7.0,N,3.029536,2.0
1.0,chain1,2hBowl-Mix,Transmission + Interaction,A,act,3,4.929239,n,full4,full5,testing,to cook,to cook,matcher,24.0,Y,1.486395,1.0
1.0,chain1,"1hKnock<right>,1hBadge<left>,1hKnock<right>",Transmission + Interaction,A,person,3,1.474672,n,full4,full5,testing,police officer,police officer,director,26.0,N,4.072454,3.0
0.0,chain1,"1hPointSelf<self-repeated>,2hScissors-HoldHair<left>",Transmission + Interaction,A,person,3,1.474672,y,full4,full5,testing,,hairdresser,director,11.0,N,2.478466,2.0
1.0,chain1,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>),1hHoldPan<shake>",Transmission + Interaction,A,obj,3,11.119494,y,full4,full5,testing,frying pan,frying pan,director,21.0,N,2.899232,4.0
1.0,chain1,"1hPoint<atSpace>,2hCamera<asymm-1Press>,(1hFist<hold>,1hPointatObj<atObj>)",Transmission + Interaction,A,obj,3,2.694301,y,full4,full5,testing,camera,camera,matcher,32.0,N,2.918853,4.0
1.0,chain1,Frown+1hFingerWag<right-repeated>,Transmission + Interaction,A,act,3,2.332291,n,full4,full5,testing,to preach,to preach,director,23.0,Y,0.952985,1.0
1.0,chain1,"2hHoldWrist<right>,2hHoldWrist<left>",Transmission + Interaction,A,obj,3,2.641358,n,full4,full5,testing,handcuffs,handcuffs,matcher,13.0,N,1.91576,2.0
1.0,chain1,"1hCross,2hPray,2hOpenBook",Transmission + Interaction,A,obj,3,2.200745,n,full4,full5,testing,bible,bible,matcher,38.0,N,1.952542,3.0
1.0,chain1,"1hPointSelf<self-repeated>,2hBowl-Mix",Transmission + Interaction,A,person,3,1.217874,y,full4,full5,testing,chef,chef,matcher,3.0,N,2.261708,2.0
0.0,chain1,2hScissors-HoldHair<left>,Transmission + Interaction,A,act,3,3.520284,n,full4,full5,testing,hairdresser,to give a haircut,matcher,27.0,Y,2.574707,1.0
1.0,chain1,"2hOpenBook,(look+nod<right>,1hPalm,1hPointatObj<atObj>,nod)",Transmission + Interaction,A,loc,3,1.329795,n,full4,full5,testing,restaurant,restaurant,matcher,39.0,N,2.635415,5.0
1.0,chain1,"2hPoint.Box<small>,2hFists.wristsX<emph>",Transmission + Interaction,A,loc,3,6.138362,y,full4,full5,testing,prison,prison,matcher,33.0,N,2.156297,2.0
1.0,chain1,2hCamera.Pinch<symm-asymm-pressRepeated*2>,Transmission + Interaction,B,act,3,1.683945,n,full4,full6,testing,to take a photo,to take a photo,matcher,1.0,Y,4.02109,1.0
1.0,chain1,"1hPointSelf<self-repeated>,1hMix,2hBowl-Mix,(1hBowl,1hPour<right>)",Transmission + Interaction,B,person,3,1.45253,y,full4,full6,testing,chef,chef,matcher,3.0,N,4.926532,5.0
1.0,chain1,1hScissors<rightleft>,Transmission + Interaction,B,obj,3,0.6273,n,full4,full6,testing,scissors,scissors,matcher,5.0,N,1.652369,1.0
